food_name,carbs,protein,sugar
"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",0.9,15.75,0.0
"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",0.0,25.56,0.0
"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",0.6,16.75,0.0
"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",0.0,28.36,0.0
"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, raw",0.46,19.11,0.0
"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, cooked, braised",0.0,27.75,0.0
"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw",0.64,18.72,0.0
"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, cooked, braised",0.0,29.28,0.0
"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",0.2,19.71,0.0
"beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",0.0,29.93,0.0
"beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",0.0,26.58,0.0
"beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",0.0,17.51,0.0
"beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",0.0,28.88,0.0
"beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",0.0,20.13,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",0.0,22.8,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",0.0,23.48,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,21.55,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,23.01,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,16.26,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,20.86,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,22.5,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,16.03,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,20.65,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0.0,22.86,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.0,15.77,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,21.55,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,23.4,0.0
"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,16.52,0.0
"beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",0.0,27.53,0.0
"beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,27.53,0.0
"beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",0.0,27.53,0.0
"beef, rib, shortribs, separable lean and fat, choice, cooked, braised",0.0,21.57,0.0
"beef, rib, shortribs, separable lean and fat, choice, raw",0.4,14.4,0.0
"beef, rib, shortribs, separable lean only, choice, cooked, braised",0.0,30.76,0.0
"beef, rib, shortribs, separable lean only, choice, raw",0.4,19.05,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0.0,27.27,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",0.0,24.73,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",0.0,24.91,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,25.85,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,22.54,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,19.33,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,24.53,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,22.28,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,19.09,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,24.13,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0.0,22.15,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.06,16.74,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,27.17,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,22.76,0.0
"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,19.56,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",0.0,29.41,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",0.0,28.04,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled",0.0,28.04,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,29.58,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,22.33,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,22.12,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",0.0,30.87,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",0.0,22.53,0.0
"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",0.0,28.29,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,22.42,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,22.77,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,16.53,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,22.26,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,22.6,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,16.34,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,21.95,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0.0,22.57,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.0,16.15,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,22.73,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,23.1,0.0
"beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,16.75,0.0
"beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",0.04,22.66,0.0
"beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",0.18,22.52,0.0
"beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",0.0,22.89,0.0
"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",1.53,24.66,0.0
"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",1.51,19.7,0.0
"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",1.81,24.24,0.0
"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.75,19.46,0.0
"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",1.1,25.28,0.0
"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",1.15,20.05,0.0
"beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",0.17,28.77,0.0
"beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.51,28.35,0.0
"beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,29.39,0.0
"beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",0.0,28.15,0.0
"beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,28.0,0.0
"beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",0.0,28.37,0.0
"beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",0.0,28.45,0.0
"beef, round, bottom round roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",0.0,28.29,0.0
"beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",0.0,27.42,0.0
"beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",0.0,26.76,0.0
"beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",0.0,28.08,0.0
"beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,26.41,0.0
"beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,26.05,0.0
"beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,26.77,0.0
"beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",0.0,27.76,0.0
"beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,27.23,0.0
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked",0.0,28.0,0.0
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,22.19,0.0
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,27.56,0.0
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,22.22,0.0
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,22.18,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",0.0,33.56,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",0.0,32.73,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",0.0,34.39,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,32.76,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,20.7,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",0.0,32.85,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,20.71,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",0.0,32.67,0.0
"beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,20.68,0.0
"beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",0.0,34.0,0.0
"beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",0.0,33.08,0.0
"beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, select, cooked, braised",0.0,34.93,0.0
"beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,34.34,0.0
"beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",0.0,34.22,0.0
"beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",0.0,34.46,0.0
"beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",0.0,29.66,0.0
"beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.0,23.27,0.0
"beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",0.0,29.79,0.0
"beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",0.0,23.26,0.0
"beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",0.0,29.45,0.0
"beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",0.0,23.28,0.0
"beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",0.0,29.85,0.0
"beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",0.0,23.37,0.0
"beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,29.94,0.0
"beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",0.0,23.35,0.0
"beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",0.0,29.52,0.0
"beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",0.0,23.41,0.0
"beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0"" fat, choice, raw",0.0,23.24,0.0
"beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0.0,29.66,0.0
"beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.0,23.26,0.0
"beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",0.0,29.79,0.0
"beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",0.0,29.47,0.0
"beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",0.0,23.3,0.0
"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",0.0,29.85,0.0
"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",0.0,23.37,0.0
"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.0,29.94,0.0
"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",0.0,23.35,0.0
"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,29.52,0.0
"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",0.0,23.41,0.0
"beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,28.31,0.0
"beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,21.49,0.0
"beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,28.48,0.0
"beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,21.68,0.0
"beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,28.13,0.0
"beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.08,21.3,0.0
"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,29.73,0.0
"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,22.6,0.0
"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,29.87,0.0
"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,22.88,0.0
"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",0.0,29.59,0.0
"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,22.31,0.0
"beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,27.54,0.0
"beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,20.56,0.0
